"miRNA","BC.M.002","BC.M.003","BC.M.014","BC.M.015","BC.M.017","BC.M.019","BC.M.022","BC.M.023","BC.M.065","BC.M.066","BC.M.068","BC.M.069","BC.M.083","BC.M.085","BC.M.086","BC.M.088","BC.M.089","BC.M.091","BC.M.098","BC.M.106","BC.M.112","BC.M.119","BC.M.122","BC.M.139","BC.M.144","BC.M.146","BC.M.148","BC.M.150","BC.M.163","BC.M.201","BC.M.209","BC.M.220","BC.M.223","BC.M.232","BC.M.234","BC.M.263","BC.M.264","BC.M.269","BC.M.275","BC.M.277","BC.M.300","BC.M.308","BC.M.309","BC.M.341","BC.M.355","BC.M.357","BC.M.359","BC.M.363","BC.M.378","BC.M.381","BC.M.388","BC.M.406","BC.M.430","BC.M.451","BC.M.457","BC.M.470","BC.M.488","BC.M.493","BC.M.512","BC.M.570","BC.M.632","BC.M.722","BC.M.018","BC.M.020","BC.M.024","BC.M.031","BC.M.034","BC.M.042","BC.M.044","BC.M.053","BC.M.057","BC.M.064","BC.M.067","BC.M.071","BC.M.075","BC.M.079","BC.M.080","BC.M.101","BC.M.185","BC.M.218","BC.M.221","BC.M.222","BC.M.246","BC.M.247","BC.M.267","BC.M.283","BC.M.298","BC.M.318","BC.M.321","BC.M.338","BC.M.373","BC.M.371","BC.M.476","BC.M.551","BC.M.579","BC.M.627","BC.M.630","BC.M.709"
"hsa-miR-659-3p",4.989112,1.9945589,4.369955,4.354232,5.8349137,4.0399036,4.2001767,2.899891,3.835236,3.4842188,3.6209757,4.857671,4.734462,2.1998515,2.0071878,4.157791,3.2030559,3.5290139,2.966183,3.2978222,4.405766,1.7902573,3.665525,4.2308793,4.280708,3.058017,4.4717484,3.8324125,3.1074386,4.4564996,4.297768,4.1200376,4.2102327,4.948584,3.9318712,3.992377,3.6293783,5.2086134,3.800853,2.9009085,4.8253355,4.0298767,2.1688356,4.971569,4.6149073,4.9821677,4.9253535,3.8239007,4.532984,3.5889113,3.899611,1.4976777,2.7702472,3.0254436,3.2335348,3.9936728,3.3143888,4.0986605,3.1954765,6.213618,4.6545115,2.2006786,3.0668864,3.4616327,2.3344703,3.382444,3.4860904,3.9432533,3.4757924,3.1559408,3.421126,3.9279306,4.3879104,5.586418,3.760939,1.710317,3.8914535,3.0067403,3.2279544,5.0738816,3.805183,3.1001225,3.5124054,3.1155252,4.244667,3.667179,3.284085,3.5695739,2.835769,4.5220027,2.5556588,4.7584066,2.929969,4.9463863,6.265594,5.4023724,3.3189738,2.2718103
"hsa-miR-660-5p",6.518232,7.043435,7.3086786,6.6980867,6.0529547,6.335256,6.7962,6.96571,6.824886,7.248409,6.7958655,5.537383,6.9357605,7.585932,7.079747,6.2775564,7.6534634,7.4193196,7.5291114,7.9467626,6.7202344,7.607274,7.3915405,7.2636495,6.954189,6.0905523,7.352733,6.8464155,7.11276,6.078355,7.382302,7.2370276,6.0717945,6.6254725,7.193109,6.5911775,6.874737,5.5856905,6.6798224,6.8109703,6.7311964,7.029964,8.043675,6.7158456,5.1706524,6.9676433,6.8312254,6.6584244,6.682511,6.8795214,7.197956,6.8030186,7.160561,7.333079,7.573032,7.0714526,6.626353,6.573459,7.7472124,6.8240004,7.19399,7.291622,8.854661,6.92456,6.6289387,6.8408012,7.4113116,7.2251205,6.862325,5.9835,6.8706794,6.470085,7.463977,7.023369,6.932602,7.1663733,7.050839,6.5630827,6.634608,6.154471,7.090235,6.6565156,7.548714,6.6549535,8.025508,7.439662,7.251644,7.4313874,8.661158,6.5807014,7.099009,6.7899995,5.9965954,7.1109653,6.7421904,6.256984,7.551615,7.734422
"hsa-miR-662",2.7455137,0.95880103,2.0874665,1.8015059,2.9050314,2.500255,2.5095317,1.7463773,1.462123,1.8317239,1.289433,2.9554627,2.051726,1.0433526,1.066046,3.0984278,1.710667,1.8266681,1.2928753,2.2785745,2.458518,-0.3118543,1.1012537,1.6039824,3.2557724,2.2673342,2.2753084,2.7566302,1.1646651,2.544063,2.5684662,1.8480626,2.464742,2.9128368,2.2633786,2.2427137,2.190909,2.9324577,1.011992,0.5833473,1.9426838,1.8628584,1.0298146,2.1590378,2.8645015,3.0798461,2.3640838,1.7941456,2.0267093,1.3025002,1.1972252,1.1279571,1.4796089,1.2699682,0.4289799,2.3383772,1.7311319,2.4934638,0.6029909,3.5815978,2.2539113,0.8114826,1.3104293,1.7651227,0.7599782,1.1941196,1.3682799,1.8394072,1.7643999,1.3575767,2.6498358,2.516038,2.3130906,3.0590885,1.5943725,0.7632154,1.9604102,1.1283945,3.4262924,2.936078,2.4778018,1.3762338,2.6217875,1.5988808,2.8178122,1.8628079,0.85402155,1.947384,1.6301183,1.0433232,0.11788878,2.2947326,2.1499548,1.7947785,4.1742935,3.4543765,1.8971698,1.4294574
"hsa-miR-663a",8.59472,6.09114,7.7973604,7.768391,9.196261,8.145646,9.034846,7.337927,7.508021,7.664404,7.3344355,8.501168,8.626541,7.2417407,6.0220075,9.1089945,7.647635,8.670137,7.2011557,8.143933,8.206156,6.2688246,6.54043,7.744953,8.887083,7.822531,8.360403,8.377878,7.726366,8.826854,8.728462,8.025599,7.7391148,8.8501625,7.1995535,7.5853057,7.684709,8.655364,6.3898263,7.4211097,7.9372263,7.9575477,6.4040494,8.168325,9.636905,8.91588,9.31339,8.475364,8.227691,7.3119245,7.932187,6.3426,7.1816187,6.7089696,7.9850664,8.3307,8.208398,8.199667,7.4383283,10.04994,8.316458,7.592465,8.1203785,7.504726,7.398551,7.1091614,7.9386353,8.512333,7.8597584,7.7603292,8.435032,8.254087,8.601657,9.601004,8.0542345,6.305972,8.712195,7.2356753,8.976256,8.425314,8.482563,7.634215,8.617822,8.352535,9.091144,8.6243305,7.966233,8.215988,7.24237,8.056208,7.149131,9.246372,9.624393,8.956321,10.393542,10.908543,8.915033,7.051374
"hsa-miR-665",3.9767723,0.9561864,2.5849414,4.4246855,3.392191,2.8247135,2.6147988,2.7650967,2.6220725,2.4415977,1.1943483,4.437532,2.827979,2.4813488,1.594363,3.7832654,1.9497303,2.294761,1.9105422,2.209542,2.931262,-0.11915471,2.2031527,2.747615,3.1229491,5.1758184,2.49201,2.7760625,2.7225788,3.8602047,3.087546,1.6863945,3.0325818,3.5445318,2.8594072,4.315103,3.2012417,3.820047,2.9420123,2.05554,1.8189613,3.4382098,2.6461132,2.4602883,4.1393037,3.3587186,4.0569296,2.8651946,2.9713986,2.0498724,2.2439666,2.2783911,2.284237,2.0046165,1.8564117,2.98627,1.9606019,2.7271452,1.8743204,3.949707,3.5812378,0.73275024,1.9537022,1.6224998,2.127441,1.9674972,2.9520295,2.3140578,2.2402246,3.2319915,2.1502478,2.3170652,2.6241906,3.2448664,2.1250863,2.3406928,1.6351285,1.847854,2.5715218,4.409658,2.7276897,2.2655134,2.6602535,2.025499,2.5937366,2.5974514,2.0064356,2.432129,1.3455026,1.9147753,1.0791501,2.3723438,2.397134,2.3863108,4.1553497,4.379163,1.5607692,1.2777985
"hsa-miR-671-5p",7.646241,5.4776735,7.3440976,7.284751,8.249655,7.243875,6.6523,6.3331313,6.4837523,6.8197126,6.222305,7.870259,6.993049,5.241152,5.342029,7.3059177,6.159576,6.800451,6.075647,6.622214,6.747725,4.8697805,6.9697022,6.544831,6.72956,6.3482623,6.809666,6.6714087,6.3116593,7.518083,6.894615,6.7724986,6.9059014,7.3158655,6.6455164,6.38173,6.278571,7.608574,6.0704226,5.3692355,6.940566,6.78353,5.1729913,7.4532356,7.789143,7.5011926,7.0864983,6.727196,7.3550463,6.392995,6.566105,4.9293785,6.273491,5.95075,6.205071,6.986547,6.5810847,6.9032006,6.548899,8.550157,7.109671,5.6354823,5.9712253,6.4319158,5.408054,6.1121955,6.3863406,6.566658,6.961209,5.911643,5.8861914,7.120156,6.9084697,7.9844127,6.6650434,5.0292196,6.5470285,5.1923175,6.4561205,7.9206533,6.7699475,5.9131517,6.5019445,6.5336413,7.4096656,6.369648,6.1913223,6.143382,5.66137,6.4790134,5.5058374,6.6035166,5.6449914,7.1734037,8.498241,8.587917,6.275307,5.112815
"hsa-miR-7-5p",4.6779785,6.9029922,6.69277,6.7597904,4.338541,6.75626,6.58357,5.0058765,6.7622333,5.86486,6.768766,4.7510195,8.391434,9.480302,7.223427,6.9127045,6.420185,6.9776587,8.232198,4.9220557,6.585784,6.2289696,5.3622217,11.546659,8.894624,5.4220967,6.511806,7.343776,6.7220225,8.918127,7.017955,7.096917,6.2617207,8.679829,8.129242,6.0360484,6.7760186,6.762934,5.665972,7.1693335,5.1206446,7.1909976,8.286876,4.3224373,3.3659372,5.418082,4.31378,5.203157,5.396666,5.1921134,4.415713,7.181841,5.710552,4.990773,6.156683,6.6307745,5.319197,5.1623697,6.8327937,7.061841,6.6415296,7.7324066,7.9122925,5.086925,6.008001,5.523296,6.2729335,5.016669,5.2355366,9.757321,5.9776855,5.5824294,7.068817,7.048709,5.5088487,6.581333,5.024961,5.2663445,7.050313,4.8030643,6.149385,5.8546457,8.066328,7.625822,7.0062222,6.517051,8.016006,7.387766,9.612901,5.4008727,4.678392,5.502599,8.974389,5.410005,4.481575,3.3644893,7.0490975,7.471526
"hsa-miR-7-1-3p",3.693315,6.180912,3.6343844,5.296555,3.1537728,5.4010725,4.163596,4.375167,5.512485,4.6135163,5.799328,4.0207763,4.6940045,5.461636,6.2634115,3.5329165,5.0013113,4.433398,4.999517,5.0163107,5.1087513,4.8144064,4.8004375,7.3661275,5.243374,3.6065211,4.642698,5.0237265,5.2065253,4.6491747,5.075989,5.4722376,3.704426,5.184508,5.4768414,5.3306794,6.1058135,3.2779179,4.9146895,4.9945498,3.797084,5.1293135,6.522965,3.5716732,3.366552,3.8207748,3.9819973,4.716813,4.8086705,4.355195,3.6369286,5.017166,5.1522336,4.548117,5.0752106,5.1948752,4.333599,3.8534725,4.9246745,4.693886,4.283254,6.5071697,6.022048,4.129681,4.583728,4.1256747,4.7521453,3.9745781,4.1524606,5.9595723,5.0482073,4.151767,4.338914,4.001603,2.9610386,4.8574877,3.6404305,4.472491,4.433657,2.7179747,3.9344175,5.0880694,5.1133814,5.204393,4.5645504,4.702634,5.0853148,4.272007,5.279752,4.6767597,4.5196166,3.374808,5.802011,4.587946,2.6861603,2.5096447,5.1884656,4.7644405
"hsa-miR-708-5p",2.867479,2.3411217,3.8452754,3.389891,3.8144486,4.2061324,2.932691,3.2686696,1.6196356,3.4748585,2.2204509,4.240999,3.1633282,2.6592314,3.6784112,4.854469,3.1727715,1.7576144,2.6869283,5.8679833,3.6967695,1.9920717,3.245678,2.0653167,3.2584772,4.419189,3.5403378,3.4704835,3.0060256,3.4639235,2.2237585,2.7457218,3.3563125,3.402037,2.9026744,3.6991518,3.2449696,4.5796213,2.8712623,1.7418187,2.4302585,1.9080068,2.1387668,3.589873,4.8838634,3.1531677,2.9378045,3.1999264,2.080969,3.445215,3.1703994,2.9962614,2.876302,2.4321277,2.80037,2.562033,3.3565218,3.2764401,2.4855173,3.7899976,3.8144472,1.8850377,1.7162242,3.3655295,2.5621438,2.8043122,1.894775,2.7596931,3.3567677,2.1152067,1.8479923,2.5910983,3.073817,3.5251758,3.7057834,2.7957542,2.3909776,2.9750483,3.8719869,3.6670897,2.22014,2.328106,3.278848,3.1467369,2.8680718,2.8072956,2.4667878,2.9274924,2.8942273,2.50888,1.4704316,2.9847963,2.3518755,3.2895083,3.2670505,5.4934335,2.6573408,1.359396
"hsa-miR-744-5p",4.147901,5.656114,4.625907,5.66906,4.3242745,4.981961,4.9671936,4.95411,4.008197,4.3316092,5.8434434,5.3697886,4.940981,5.605523,4.15364,4.5671835,4.7192836,4.2882156,5.2623467,6.326859,5.7634315,4.9775476,4.955965,3.2764835,5.2072783,4.9629865,5.04874,5.434561,5.4303274,5.1607885,4.030905,5.4440093,5.797207,4.1759195,4.6638584,6.1865845,5.402342,5.0207505,6.410376,5.215719,4.289188,3.9355252,7.593863,4.972829,3.3673122,5.8674097,4.2693195,4.8543096,6.1242566,5.2682714,5.6371884,5.8647947,5.4405518,4.753537,4.84545,4.856592,5.8843026,5.306211,5.679706,4.1659555,4.5766025,5.775115,5.257058,5.6623197,6.5196567,5.2078815,5.509311,3.501948,4.502678,5.486972,4.749097,4.734516,5.8841496,4.844701,4.5576267,5.218831,4.0406523,5.050887,4.317489,4.392843,3.9901617,4.1931367,4.9605746,4.5422964,4.5791807,4.8400965,5.054358,5.406072,6.590811,4.701913,5.689756,4.86557,5.590912,4.787491,4.440992,3.4627583,5.8315005,3.705356
"hsa-miR-744-3p",3.4062426,5.039912,3.9767838,4.4960394,3.601596,2.8692896,3.7281547,2.473201,5.289961,2.98937,2.729662,3.7071025,3.2581553,2.2763429,2.4909706,1.4134783,4.002995,2.9347098,2.3737473,4.697534,4.148848,2.571249,4.548063,2.3593614,2.5744395,2.9337347,4.3450813,2.5448246,3.7600656,4.120305,1.7781355,4.4362764,6.576581,2.6667607,5.4283433,3.1673894,2.7500315,2.7264488,4.753403,3.2355402,4.1845984,3.6466339,4.746072,4.2767115,5.1112995,1.7456117,2.2598886,2.9993162,3.4300883,2.7356777,3.7577627,4.9695687,4.0556955,4.035093,1.5644319,3.936158,4.30043,2.8696425,2.8613904,3.8516924,3.2002969,5.6076627,2.4583113,4.285294,3.12756,2.5241287,2.0143635,2.955751,3.038138,2.1081376,1.1915436,4.100084,3.2810538,2.7382698,2.7726076,2.6442688,3.3497965,2.5142727,3.8699172,0.62451863,2.2137403,2.09678,2.3321998,2.3676324,1.1997633,4.229252,2.5547318,4.407002,2.7498393,4.4256997,2.723286,2.490379,0.8702971,1.7108203,4.009651,2.3937414,2.60002,6.651333
"hsa-miR-758-3p",1.8716156,0.9577111,2.932014,2.0744698,3.4019017,2.037427,2.267928,2.4620004,0.6771699,2.7893538,2.587334,1.721703,2.2337217,0.97978556,2.797054,2.5298479,2.2317085,3.7629762,1.0798539,3.0128,1.8632251,3.1225088,2.5810423,0.51147926,0.5100463,2.6946254,0.84373224,2.9756992,2.2213626,2.9456837,1.7208042,1.1546788,1.1299436,2.2767608,0.75350285,1.8224906,2.6779935,2.8954668,3.2471168,2.6662507,2.8206594,1.5327834,1.3764338,2.6167555,3.037131,2.0089867,2.29155,2.5449135,1.3410286,3.1713407,3.1924937,2.555794,2.9473977,2.3207452,2.903234,1.3991716,2.9490077,3.0513287,2.432008,1.5958552,2.1621013,1.924955,0.70672596,3.6500766,3.875445,2.0584285,2.325138,1.9755929,2.3225284,4.077185,2.0299878,2.5213833,1.2216479,1.6174929,1.9454393,2.489909,4.061458,2.930883,0.8256249,3.0873697,0.24090107,1.3360833,1.2063102,1.4453094,1.1880337,1.3006277,2.4620945,2.289253,0.38685817,3.3595035,3.609506,1.2609553,2.0768795,1.8926703,2.390573,1.6751488,0.76186645,2.4739523
"hsa-miR-760",4.6375165,3.6771865,4.6291795,4.1487703,4.629818,4.3460755,4.1792774,3.0966578,3.7929924,3.6570225,3.2017062,4.475566,3.9756298,2.8755717,3.4413295,4.3569274,3.012278,4.1213512,3.574886,3.7036746,4.3408422,2.080903,3.275299,4.052634,4.4502826,4.0495753,3.5187678,4.0629063,4.0126295,4.550881,4.478529,3.703746,4.555873,4.520397,4.202838,4.11433,3.49251,4.4440136,3.7191615,2.5640886,3.5479212,4.156048,2.577925,4.002362,4.101298,4.7110868,3.9728234,4.0911083,3.9413207,3.3481898,3.835802,3.6831522,2.8966522,3.3972023,2.9852333,3.9360998,4.0794187,3.8919988,3.3406599,5.1795964,3.7302988,2.690477,3.292947,4.0949845,3.880622,3.6364915,3.088306,3.8374524,3.7799952,2.8540704,3.4135394,4.3678384,3.6184509,4.564589,3.4928882,2.374998,3.0804803,2.5453093,4.6114273,5.1868143,3.84347,3.4601147,4.147433,3.608174,4.07308,3.6712565,3.341734,3.277473,3.7203033,3.3265734,2.7487535,3.552242,4.1556296,3.7998486,5.226969,5.2449617,3.6902087,2.8043
"hsa-miR-765",7.3502345,5.8150616,7.364401,7.1156836,8.761384,7.1140065,7.108454,5.766371,6.636092,6.26426,5.881717,7.697455,6.867669,4.9227643,4.6267405,7.2400236,6.0147347,6.410928,5.960056,6.098551,6.6621966,4.3130474,5.5726123,7.028162,7.202568,5.586762,7.241905,6.719365,6.226072,7.4527617,6.966128,6.35783,7.213672,7.57328,7.1935472,6.7227435,6.2019773,8.002478,6.184549,5.3729334,7.1716413,7.012155,5.1802583,7.5353565,7.210255,7.7161055,7.168017,6.4019594,7.392843,6.298496,6.3415074,4.9544168,5.449188,5.557133,5.7487717,6.6309853,6.202183,6.965534,5.8162904,8.657061,7.1771717,5.335282,5.8916225,6.419088,5.620039,6.211655,5.8914742,6.213751,6.2862782,5.778988,6.1732655,7.0440254,7.157315,8.003081,6.704287,4.6784005,6.2703094,5.1612935,5.9381566,7.9474983,6.8817887,5.77057,6.64002,6.3918943,6.860195,5.628955,6.0313916,6.132241,5.8574877,7.0094266,4.9580173,6.8572545,5.242065,7.49817,8.772518,7.352911,5.7695355,5.7087564
"hsa-miR-766-3p",4.875778,5.598516,5.1683426,5.4529214,5.140746,5.1443834,5.03789,4.5127196,5.9831734,4.6984735,4.070513,5.612187,4.352237,4.99959,3.9253786,4.7707405,5.1401954,5.2629967,4.531439,5.157825,5.199056,4.225115,5.411348,5.462976,5.1779947,4.8864594,5.9767942,4.92472,5.3767567,5.3805614,5.3987565,5.3292704,6.7914133,5.399801,6.192964,4.9108806,5.169843,4.7883706,5.398833,5.1955256,4.8684816,5.650117,5.0189276,5.083157,6.661355,4.897905,4.5411334,4.8618875,5.1429586,4.293862,4.7627063,5.327896,5.533206,4.8285108,4.93494,5.0630407,5.7318983,4.4720564,5.493151,5.818211,5.072708,6.257421,5.1492343,5.448716,5.2531667,4.363984,4.440383,5.42875,4.9207697,5.009394,4.9519424,5.268592,4.8830867,5.1583304,5.541981,4.6227655,4.70321,3.5293164,5.5121336,5.1663985,4.988178,4.342452,5.4717503,5.3041267,6.298409,5.84886,4.8090053,5.935728,5.480157,4.970158,4.0198216,4.6399727,4.4298086,4.905461,6.0828776,6.814892,5.6104994,6.74961
"hsa-miR-769-3p",3.655487,4.1957574,4.006041,3.4955697,3.8146856,2.847088,3.3353362,2.3134596,3.178418,3.275576,2.6075852,3.6175408,3.2964244,2.6434238,2.730792,2.4831347,3.5076196,2.0809045,2.7856467,3.704596,3.68434,0.51621234,3.436154,2.7615662,2.7088773,2.712166,3.254594,2.4000387,2.5719023,3.7498004,2.397255,3.222905,5.0807805,2.4199703,5.078924,3.3545213,2.212502,3.7401133,3.6948216,3.0202355,3.3749402,2.3264012,3.2475903,3.891027,5.1949344,3.3514926,3.0772414,2.9961383,2.8939874,3.1942647,3.3524282,3.6018188,3.0545113,2.6924613,2.4722002,2.7904024,3.7959998,2.8021326,2.489216,4.8424506,3.9712238,3.7687979,2.3754325,3.5144892,1.9114912,2.3190835,2.270195,3.021309,2.9041271,2.6040378,2.1338036,3.7141848,2.9827287,3.5892823,1.8505249,2.5522845,2.6516905,2.955361,3.152507,2.1924314,2.180186,2.3033862,3.394337,2.976383,1.9431056,3.3878314,2.3429732,2.9871182,2.011414,3.595006,2.3330352,2.9529476,3.3342803,3.0667355,3.7960336,4.4445333,2.3985083,3.9071782
"hsa-miR-769-5p",4.258989,5.629168,4.6990643,5.3428335,5.066765,5.276224,4.8025613,5.0147057,5.1918926,5.1551595,5.057103,6.1954365,4.7353244,6.0685577,4.262119,5.1420884,4.6522756,4.4060955,5.8231707,5.6276097,5.4602284,3.9217613,4.647389,5.050333,5.401937,4.835549,4.8780937,4.8556414,5.3524714,5.7222524,4.2376366,5.2668905,4.6938324,5.3427277,5.6950665,6.5828576,5.142287,5.265315,5.261448,4.105467,4.432059,5.139523,6.0450974,4.6035523,5.1050215,5.346792,3.9562764,5.3315635,5.040579,5.3016076,5.1099653,5.07842,5.408005,4.2231593,4.613668,5.595112,5.400644,4.608425,4.8691382,5.2863026,6.2507787,5.110271,5.177175,4.960142,5.052013,4.9923425,5.3729825,4.900558,4.0658402,5.270088,4.2034807,4.1072173,4.867409,4.3169365,3.5680194,5.8405404,4.669267,5.108934,3.3325677,3.5522346,4.424873,4.64582,6.1084604,5.223923,5.2477336,5.8557587,5.02695,5.9477015,4.818937,4.9022975,5.110683,4.598887,5.5630965,4.4106236,3.6401184,3.4461439,5.3201027,4.3845453
"hsa-miR-770-5p",2.8266003,1.387004,2.8620896,1.7860943,2.2678294,3.1934993,2.3884487,1.6149689,2.2191622,2.6037872,2.5352361,2.4773366,2.5866969,1.6366234,3.1803432,2.9317868,2.2046785,2.6515484,2.064976,2.9364786,2.793749,2.1124034,3.2599146,2.4737887,2.845627,3.1350603,2.7663066,2.903734,2.0851316,2.6490607,2.4168346,1.8079442,2.941012,2.7571127,2.6381838,2.6597826,1.7663671,3.1030822,2.5100243,2.2578208,1.6452602,1.818122,1.7566482,1.9359224,2.8650858,2.8251534,2.4299135,2.8171263,0.96162534,1.9257499,2.175272,3.1975858,1.8873678,3.1123703,2.5607364,1.7905742,2.523715,2.5275424,2.174908,2.8985155,2.6003006,2.6051924,1.8415581,2.208309,2.068549,2.0428317,1.2548839,2.3905385,2.6384554,2.3878782,2.9129689,2.3785462,2.5971107,2.6390307,2.0361035,2.7979562,1.0234832,1.8934858,3.6966002,2.9389882,2.147076,2.0835955,3.335026,2.474228,2.334907,2.2837775,1.809636,1.6974245,2.6673956,1.2942494,1.5754436,2.2487364,3.3074355,1.3787274,3.3893967,2.921052,2.0543306,2.3464239
"hsa-miR-874-3p",6.324576,7.189613,7.593457,7.3649817,7.0276384,7.0556364,7.0435843,6.649674,6.740526,6.647195,6.127013,7.25349,6.7457786,6.3128624,6.5166464,7.032454,6.5487194,6.976882,6.3933077,7.068113,7.07824,6.0118566,6.8666964,6.5445995,7.06135,7.325654,6.9866714,6.699404,6.6780944,6.9548135,6.813122,6.630234,7.351164,6.7099714,6.689965,7.4590693,6.3936715,7.5891285,6.93991,5.981536,6.5102644,6.0788727,6.70145,7.0994534,7.5238304,6.467225,6.901838,6.549181,6.4928536,6.563073,6.7784567,6.90387,7.011836,6.824227,6.520934,6.7265406,7.3766556,6.388983,6.560854,7.0659995,6.572908,6.637646,5.84652,7.712786,6.7139254,6.6747527,6.1421905,6.6649656,6.7620454,5.858311,6.427326,7.3110576,6.6617365,6.885725,7.1924505,6.521149,6.260436,6.3504944,7.5774503,6.931291,6.470964,6.5437713,7.0275254,6.5975323,6.9049273,7.0013146,6.1749134,6.611657,6.2670774,6.746178,6.51815,6.7705636,7.49768,7.188124,7.298096,7.000143,6.7784457,6.242169
"hsa-miR-877-5p",4.255202,5.249713,6.520885,6.390305,6.8407907,4.115112,3.8144348,3.4065645,5.2682247,3.7531147,3.7858744,4.655684,4.515337,3.336592,2.929645,4.8069954,3.8851964,6.38047,3.5823271,3.64199,4.283154,3.002972,3.5794075,3.6011634,4.240709,3.571464,5.3849998,4.0221343,3.3981447,4.5927005,5.8621154,4.1399565,4.982943,4.8976364,5.1126704,4.1891212,3.7688155,4.949447,6.1248093,3.394682,6.1490974,3.4211311,2.733997,6.280851,4.814687,5.6501083,5.2165685,3.9369953,4.1743507,3.9031897,4.464118,2.770032,3.065483,3.4397063,4.2580814,4.2998114,3.8976202,3.951145,3.514549,5.851755,4.2658625,3.6291556,3.9974296,6.0180044,2.7949243,3.1067162,4.090444,4.221205,3.3983142,3.8513343,3.907507,6.155063,4.5059543,5.2667866,3.8415525,2.1035748,4.1117506,3.7637014,4.217573,4.236684,3.5347922,3.613868,3.9139278,3.7923374,4.103195,4.377234,3.572942,3.9826262,3.4181511,6.0372925,4.0494304,4.959529,4.1767354,5.4447074,6.705567,5.5954204,3.9081278,4.5937166
"hsa-miR-877-3p",3.2203596,2.361815,3.3023353,3.1408978,2.7961185,3.345189,3.5457098,2.7569435,3.8737726,2.723118,2.5199914,4.0895667,3.0692499,3.6143181,2.40358,4.021411,3.3966973,3.0325017,3.260151,3.6155975,3.7534344,2.2837663,3.8498173,3.4680622,3.84307,4.027695,3.081419,3.0902169,3.837542,3.9729626,2.5441856,3.257726,4.02713,3.717023,3.223848,3.5142295,3.7350016,3.032809,3.0210228,2.9430683,2.6616666,2.840961,2.6922064,2.9055166,5.470685,2.7004347,3.2244096,3.2086053,3.3042896,2.6263888,2.9579458,3.5561602,3.7704816,3.347426,3.3777056,3.3304238,4.325887,2.8747652,3.0046341,4.318326,3.5731518,3.8272014,3.0789282,3.2579398,3.463829,2.6844826,2.9944134,3.582315,3.1617184,2.8778698,2.7208056,3.107242,3.4557333,3.8060486,4.0421944,2.8423898,2.4679735,2.5855327,4.709576,3.1033282,2.9662464,2.9866412,3.9118547,3.57909,3.675693,3.9790812,3.3013675,3.425204,2.9590282,2.2627273,2.299541,3.6309078,3.602114,3.4469757,3.750426,5.9986887,3.7615635,3.8592455
"hsa-miR-885-3p",0.9890273,0.95647556,1.1427207,1.4143182,0.50425625,1.031485,0.80655324,1.4464874,0.6828354,1.4862759,0.24333817,1.7229509,0.7999041,0.893498,2.1001713,2.3418844,0.7376835,0.7390484,1.0786302,1.3863809,3.5707161,-0.4455683,1.1034611,1.1871327,1.279449,1.4935266,1.1782032,0.71212435,0.64818454,1.0812832,1.1268644,0.66985846,2.1916156,0.8644824,2.3110852,2.4691474,1.3282043,-0.12813742,0.4257645,0.9589517,0.368672,0.69338167,1.0300636,0.8542325,2.8648853,0.4417056,0.51466924,0.2788334,0.63352686,0.7918008,0.5246074,0.55804205,1.4093523,0.31739992,2.15123,0.3787527,1.8271421,0.09852369,1.4821814,2.2678351,0.88906425,0.73264325,0.7035277,1.0614665,0.52834225,2.7760193,-0.25972328,1.4565735,1.0467871,0.52571493,1.1915294,0.69308513,1.1106576,0.5209282,1.5914607,0.763755,0.08852995,-0.033914775,2.8195364,1.094425,0.70257634,0.82541955,1.6996047,0.6525531,1.2664851,1.4726433,0.50102556,0.5096814,1.5504473,0.58506775,0.11255404,0.2725421,-0.22805521,1.3397601,1.9870621,1.8775066,2.7049358,1.2788225
"hsa-miR-885-5p",2.794299,2.3110242,1.6864178,2.0237403,3.451794,1.5639848,2.2121685,1.775091,3.7916899,1.3121982,1.2356611,2.656993,2.3879511,1.3907157,4.1207004,1.9142,2.3491607,2.3953712,1.5810992,1.9766009,2.1809447,2.1185122,3.1197333,1.6481634,1.0124953,3.5847275,1.4360253,1.324017,3.1766365,3.8714364,2.838417,3.1260083,4.998734,3.534504,2.8694103,1.3463795,2.445666,1.0665299,2.51549,3.1717079,2.471402,1.5502808,2.2889233,2.600736,6.540617,1.1108079,3.3565977,2.3160436,1.3850453,1.062757,2.6390424,3.5033722,4.6244783,3.1574535,5.052261,2.321397,4.608203,1.8905587,2.0364776,3.6772306,2.399518,4.3432655,3.7436106,2.9766107,2.6396775,4.3236275,4.743448,3.6752944,4.1760883,0.51738256,3.572712,3.1249392,2.7101092,3.6885433,2.095551,1.2916518,3.084711,1.3847996,3.4438305,1.5361218,1.0366822,0.56177574,1.9015915,4.0986032,1.872971,3.7107987,5.242261,3.016467,2.8618846,2.6443198,5.1929803,2.9139962,0.38481298,2.6301842,2.5194702,6.7019625,7.631833,5.3282924
